 ลำดับ, ชื่อท้องถิ่น, อำเภอ, จังหวัด, พื้นที่ (ตร.กม.), ปชก.ณ 30กันยายน62, ภาษีที่ดินและสิ่งปลูกสร้าง, ภาษีโรงเรือนและที่ดิน, ภาษีบำรุงท้องที่, ภาษีป้าย, อากรการฆ่าสัตว์, อากรรังนกอีแอ่น, ภาษีบำรุง อบจ. จากสถานค้าปลีกยาสูบ, ภาษีบำรุง อบจ. จากสถานค้าปลีกน้ำมัน, ค่าธรรมเนียมบำรุง อบจ. จากผู้เข้าพักโรงแรม, ค่าธรรมเนียม, ทรัพย์สิน, สาธารณูปโภค, เบ็ดเตล็ด, รวมรายได้จัดเก็บเอง, ภาษีและค่าธรรมเนียมรถยนต์หรือล้อเลื่อน, -  ภาษีมูลค่าเพิ่มที่จัดเก็บตามประมวลรัษฎากร 5%(อบจ),  - ภาษีมูลค่าเพิ่มตามกฎหมายท้องถิ่น,  - ภาษีมูลค่าเพิ่มตาม พ.ร.บ.กำหนดแผนฯ, ภาษีธุรกิจเฉพาะ, ภาษีสุรา, ภาษีสรรพสามิต, ภาษีการพนัน, ภาษียาสูบ, อากรประมง, ค่าภาคหลวงไม้, ค่าภาคหลวงแร่, ค่าภาคหลวงปิโตรเลียม, รายได้จากกฎหมายอุทยานแห่งชาติ, ค่าธรรมเนียมน้ำบาดาล, ค่าธรรมเนียมการจดทะเบียนสิทธิและนิติกรรมตามประมวลกฎหมายที่ดิน, ภาษีจัดสรรอื่น, รวมรายได้จากรัฐจัดสรร, เงินอุดหนุนทั่วไป, เงินอุดหนุนเฉพาะกิจ, รายได้จากเงินอุดหนุน, รวมรายได้ทั้งสิ้น
  320 , อบต.โนนแหลมทอง, สหัสขันธ์, กาฬสินธุ์,  28.00 ,"  5,355.00 ","  13,391.97 ",  28.00 ,  131.60 ,"  26,246.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  181,223.91 ","  143,993.94 ","  39,325.00 ","  10,820.00 ","  415,160.42 ","  277,696.26 ",  -   ,"  2,071,301.97 ","  8,263,359.64 ","  5,156.04 ",  -   ,"  4,125,854.93 ",  -   ,  291.00 ,  -   ,  -   ,"  45,182.25 ","  25,912.16 ",  -   ,  530.00 ,"  330,008.00 ",  -   ,"  15,145,292.25 ","  18,270,984.00 ",  -   ,"  18,270,984.00 ","  33,831,436.67 "
  321 , อบต.สหัสขันธ์, สหัสขันธ์, กาฬสินธุ์,  21.87 ,"  6,776.00 ","  2,346.05 ",  -   ,  46.74 ,"  14,544.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  13,020.00 ","  101,287.57 ","  899,455.00 ","  47,332.00 ","  1,078,031.36 ","  307,160.15 ",  -   ,"  2,555,696.86 ","  8,668,205.03 ","  6,355.70 ",  -   ,"  5,090,633.83 ",  -   ,  -   ,  -   ,  -   ,"  42,431.84 ","  45,237.42 ",  -   ,  -   ,"  536,627.30 ","  1,804.20 ","  17,254,152.33 ","  21,756,722.25 ","  1,084,797.00 ","  22,841,519.25 ","  41,173,702.94 "
  322 , อบต.คำสร้างเที่ยง, สามชัย, กาฬสินธุ์,  110.14 ,"  3,236.00 ","  6,095.48 ",  -   ,  -   ,"  1,000.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  8,790.00 ","  128,227.17 ","  166,698.00 ","  74,630.00 ","  385,440.65 ","  226,203.74 ",  -   ,"  1,223,499.27 ","  9,698,329.57 ","  3,016.99 ",  -   ,"  2,436,682.38 ",  -   ,  -   ,  -   ,  -   ,"  20,148.67 ","  21,615.11 ",  -   ,  -   ,"  74,585.00 ",  727.50 ,"  13,704,808.23 ","  10,087,918.17 ","  953,612.00 ","  11,041,530.17 ","  25,131,779.05 "
  323 , อบต.สำราญ, สามชัย, กาฬสินธุ์,  152.45 ,"  8,351.00 ","  66,133.15 ",  15.00 ,"  1,003.92 ","  17,920.00 ","  10,740.00 ",  -   ,  -   ,  -   ,  -   ,"  16,597.60 ","  594,562.93 ",  -   ,"  48,100.00 ","  755,072.60 ","  344,382.57 ",  -   ,"  3,167,133.80 ","  9,175,431.18 ","  7,854.31 ",  -   ,"  6,308,205.38 ",  -   ,  -   ,  -   ,  -   ,"  52,436.91 ","  56,023.18 ",  -   ,"  9,691.00 ","  349,092.00 ",  -   ,"  19,470,250.33 ","  27,213,393.00 ","  1,050,090.00 ","  28,263,483.00 ","  48,488,805.93 "
  324 , อบต.สำราญใต้, สามชัย, กาฬสินธุ์,  148.55 ,"  8,868.00 ","  4,560.34 ",  -   ,  92.00 ,"  5,600.00 ","  2,880.00 ",  -   ,  -   ,  -   ,  -   ,"  131,993.70 ","  192,019.88 ","  452,551.00 ","  430,810.00 ","  1,220,506.92 ","  357,775.22 ",  -   ,"  3,388,416.78 ","  9,526,066.83 ","  8,435.21 ",  -   ,"  6,749,457.18 ",  -   ,  -   ,  -   ,  -   ,"  56,321.83 ","  59,993.15 ",  -   ,"  3,040.00 ","  298,136.00 ",  -   ,"  20,447,642.20 ","  41,304,479.00 ",  -   ,"  41,304,479.00 ","  62,972,628.12 "
  325 , อบต.หนองช้าง, สามชัย, กาฬสินธุ์,  139.71 ,"  5,272.00 ","  10,808.08 ",  -   ,  124.00 ,"  18,339.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  23,596.30 ","  121,492.98 ","  309,001.00 ","  148,350.00 ","  631,711.36 ","  273,747.75 ",  -   ,"  2,005,490.47 ","  8,218,470.28 ","  4,965.53 ",  -   ,"  3,994,356.03 ",  -   ,  -   ,  -   ,  -   ,"  33,150.86 ","  35,461.64 ",  -   ,"  1,020.00 ","  465,789.00 ",  -   ,"  15,032,451.56 ","  19,906,358.00 ","  8,742,913.00 ","  28,649,271.00 ","  44,313,433.92 "
  326 , อบต.โคกเครือ, หนองกุงศรี, กาฬสินธุ์,  136.84 ,"  10,317.00 ","  29,863.27 ",  -   ,  -   ,"  63,149.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  32,030.00 ","  178,960.88 ",  -   ,"  15,500.00 ","  319,503.15 ","  409,360.13 ",  -   ,"  4,240,012.59 ","  10,101,356.61 ","  10,652.49 ",  -   ,"  8,447,252.30 ",  -   ,  -   ,  -   ,  -   ,"  71,124.81 ","  75,233.95 ",  -   ,"  4,070.00 ",  -   ,"  2,686.90 ","  23,361,749.78 ","  33,726,771.00 ","  101,009.00 ","  33,827,780.00 ","  57,509,032.93 "
  327 , อบต.เสาเล้า, หนองกุงศรี, กาฬสินธุ์,  46.00 ,"  5,825.00 ",  349.99 ,  -   ,  -   ,"  8,600.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  8,808.00 ","  153,976.61 ","  84,645.00 ","  208,620.00 ","  464,999.60 ","  287,001.88 ",  -   ,"  2,224,097.27 ","  8,412,995.61 ","  5,528.58 ",  -   ,"  4,430,090.41 ",  -   ,  814.80 ,  -   ,  -   ,"  36,909.85 ","  39,363.66 ",  -   ,  -   ,"  700,926.00 ",  10.00 ,"  16,137,738.06 ","  18,588,948.91 ","  118,597.20 ","  18,707,546.11 ","  35,310,283.77 "
  328 , อบต.หนองหิน, หนองกุงศรี, กาฬสินธุ์,  43.00 ,"  2,938.00 ","  10,959.77 ",  -   ,  160.50 ,"  5,414.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  58,720.00 ","  450,003.58 ","  358,785.00 ","  33,091.02 ","  917,133.87 ","  220,107.72 ",  -   ,"  1,124,336.39 ","  9,620,101.59 ","  2,804.83 ",  -   ,"  2,239,673.75 ",  -   ,  116.40 ,  -   ,  -   ,"  3,893.27 ","  34,748.57 ",  -   ,  -   ,"  30,536.00 ","  1,086.40 ","  13,277,404.92 ","  8,621,195.00 ",  -   ,"  8,621,195.00 ","  22,815,733.79 "
  329 , อบต.ไค้นุ่น, ห้วยผึ้ง, กาฬสินธุ์,  50.00 ,"  6,290.00 ","  10,101.85 ",  -   ,  -   ,"  15,924.00 ",  372.00 ,  -   ,  -   ,  -   ,  -   ,"  25,352.25 ","  282,681.77 ","  250,344.00 ","  217,642.00 ","  802,417.87 ","  297,970.02 ",  -   ,"  2,405,055.97 ","  8,620,296.27 ","  5,996.36 ",  -   ,"  4,790,809.63 ",  -   ,  -   ,  -   ,  -   ,"  40,032.89 ","  42,596.57 ",  -   ,  -   ,"  628,705.00 ","  1,280.40 ","  16,832,743.11 ","  21,588,381.63 ","  2,275,864.38 ","  23,864,246.01 ","  41,499,406.99 "
  330 , อบต.นิคมห้วยผึ้ง, ห้วยผึ้ง, กาฬสินธุ์,  55.00 ,"  3,376.00 ","  9,082.84 ",  -   ,  -   ,"  14,400.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  139,100.00 ","  125,065.65 ","  1,143,437.00 ","  795,500.00 ","  2,226,585.49 ","  229,482.63 ",  -   ,"  1,277,474.78 ","  9,434,233.96 ","  4,346.90 ",  -   ,"  2,544,219.12 ",  -   ,  -   ,  -   ,  -   ,"  21,055.36 ","  22,573.15 ",  -   ,  -   ,"  351,693.00 ",  -   ,"  13,885,078.90 ","  10,752,081.00 ","  32,470,305.00 ","  43,222,386.00 ","  59,334,050.39 "
  331 , อบต.กุดโดน, ห้วยเม็ก, กาฬสินธุ์,  42.00 ,"  8,635.00 ","  10,315.84 ",  -   ,  -   ,"  37,077.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  150,801.00 ","  205,073.68 ",  -   ,"  17,760.00 ","  421,027.52 ","  349,785.81 ",  -   ,"  3,256,156.24 ","  9,324,471.00 ","  8,711.16 ",  -   ,"  6,485,603.03 ",  -   ,  -   ,  -   ,  -   ,"  53,948.07 ","  57,607.31 ",  -   ,"  1,000.00 ","  746,525.00 ","  23,687.80 ","  20,307,495.42 ","  27,809,857.00 ","  33,003.00 ","  27,842,860.00 ","  48,571,382.94 "
  332 , อบต.คำใหญ่, ห้วยเม็ก, กาฬสินธุ์,  31.00 ,"  2,427.00 ","  13,414.76 ",  -   ,  -   ,"  22,504.00 ",  10.00 ,  -   ,  -   ,  -   ,  -   ,"  96,687.97 ","  141,954.08 ","  19,150.00 ","  215,385.00 ","  509,105.81 ","  208,931.78 ",  -   ,"  940,301.43 ","  9,728,420.36 ","  2,339.88 ",  -   ,"  1,872,987.31 ",  -   ,  -   ,  -   ,  -   ,"  15,621.52 ","  16,646.34 ",  -   ,  -   ,"  389,356.00 ",  -   ,"  13,174,604.62 ","  8,080,880.00 ","  2,573,118.00 ","  10,653,998.00 ","  24,337,708.43 "
  333 , อบต.ทรายทอง, ห้วยเม็ก, กาฬสินธุ์,  38.00 ,"  2,556.00 ","  14,899.02 ",  -   ,  -   ,"  7,200.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  3,869.23 ","  145,954.11 ","  284,780.00 ","  31,130.00 ","  487,832.36 ","  211,771.98 ",  -   ,"  987,176.17 ","  9,948,647.16 ","  2,461.55 ",  -   ,"  1,966,433.92 ",  -   ,  523.80 ,  -   ,  -   ,"  20,665.26 ","  13,253.10 ",  -   ,  500.00 ,"  61,771.00 ",  -   ,"  13,213,203.94 ","  7,817,943.00 ","  1,884,599.00 ","  9,702,542.00 ","  23,403,578.30 "
  334 , อบต.โนนสะอาด, ห้วยเม็ก, กาฬสินธุ์,  22.00 ,"  4,280.00 ","  3,634.56 ",  168.00 ,"  1,742.88 ","  5,546.25 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  158,717.00 ","  115,269.48 ","  356,172.00 ","  18,247.11 ","  659,497.28 ","  250,010.37 ",  -   ,"  1,615,547.70 ","  8,507,988.11 ","  4,009.20 ",  -   ,"  3,217,843.11 ",  -   ,  -   ,  -   ,  -   ,"  26,766.25 ","  28,581.89 ",  -   ,  -   ,"  285,716.00 ",  -   ,"  13,936,462.63 ","  14,018,498.00 ","  46,472.00 ","  14,064,970.00 ","  28,660,929.91 "
  335 , อบต.บึงนาเรียง, ห้วยเม็ก, กาฬสินธุ์,  17.38 ,"  3,927.00 ","  7,858.06 ",  -   ,  -   ,"  5,600.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  3,293.50 ","  94,096.33 ",  -   ,"  34,000.00 ","  144,847.89 ","  243,060.03 ",  -   ,"  1,502,108.17 ","  7,222,365.75 ","  3,753.62 ",  -   ,"  2,992,291.09 ",  -   ,  -   ,  -   ,  -   ,"  25,059.92 ","  26,618.55 ",  -   ,  -   ,"  250,187.00 ",  -   ,"  12,265,444.13 ","  13,262,291.00 ","  2,239,211.00 ","  15,501,502.00 ","  27,911,794.02 "
  336 , อบต.พิมูล, ห้วยเม็ก, กาฬสินธุ์,  27.00 ,"  4,318.00 ","  3,501.53 ",  -   ,  -   ,"  15,448.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  105,311.20 ","  134,387.95 ","  78,202.00 ","  16,424.49 ","  353,275.17 ","  251,211.06 ",  -   ,"  1,634,724.01 ","  8,815,972.95 ","  4,039.39 ",  -   ,"  3,255,772.19 ",  -   ,  -   ,  -   ,  -   ,"  26,967.74 ","  28,892.03 ",  -   ,"  3,010.00 ","  194,092.00 ",  -   ,"  14,214,681.37 ","  10,615,521.00 ","  2,038,076.00 ","  12,653,597.00 ","  27,221,553.54 "
  337 , อบต.หัวหิน, ห้วยเม็ก, กาฬสินธุ์,  22.00 ,"  4,545.00 ","  1,339.75 ",  -   ,  -   ,"  3,000.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  64,938.00 ","  98,168.87 ","  1,150,764.00 ","  146,085.00 ","  1,464,295.62 ","  257,099.23 ",  -   ,"  1,732,033.10 ","  8,001,939.12 ","  2,199.69 ",  -   ,"  3,449,822.11 ",  -   ,  -   ,  -   ,  -   ,"  20,598.84 ","  38,720.35 ",  -   ,  -   ,"  177,449.22 ",  552.90 ,"  13,680,414.56 ","  15,615,599.78 ",  -   ,"  15,615,599.78 ","  30,760,309.96 "
  338 , อบจ.กำแพงเพชร, เมืองกำแพงเพชร, กำแพงเพชร,,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  19,721,120.58 ","  4,518,324.77 ","  338,797.20 ","  8,125,982.80 ","  15,637,302.99 ",  -   ,"  2,873,250.00 ","  51,214,778.34 ","  217,811,439.07 ","  89,829,802.04 ",  -   ,"  117,170,385.34 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  1,495,420.06 ","  180,531,910.65 ",  -   ,  -   ,  -   ,  -   ,"  606,838,957.16 ","  234,809,700.00 ",  -   ,"  234,809,700.00 ","  892,863,435.50 "
  339 , เทศบาลเมืองปางมะค่า, ขาณุวรลักษบุรี, กำแพงเพชร,  650.00 ,"  17,598.00 ",  -   ,"  2,574.00 ","  29,802.05 ","  224,603.50 ","  43,620.00 ",  -   ,  -   ,  -   ,  -   ,"  160,236.10 ","  893,118.19 ",  -   ,"  239,915.00 ","  1,593,868.84 ","  982,651.22 ",  -   ,"  8,898,519.26 ","  12,418,563.03 ","  110,594.01 ",  -   ,"  13,276,394.42 ",  -   ,  -   ,  -   ,  -   ,"  134,973.52 ","  2,469,797.31 ",  -   ,  -   ,  -   ,  -   ,"  38,291,492.77 ","  57,460,634.00 ","  8,098,703.00 ","  65,559,337.00 ","  105,444,698.61 "
  340 , เทศบาลเมืองกำแพงเพชร, เมืองกำแพงเพชร, กำแพงเพชร,  14.90 ,"  28,880.00 ","  1,533,897.97 ","  1,171,680.00 ","  181,888.53 ","  8,297,020.00 ","  279,900.00 ",  -   ,  -   ,  -   ,  -   ,"  17,701,865.40 ","  7,989,432.87 ","  4,746,881.73 ","  3,518,576.00 ","  45,421,142.50 ","  1,420,669.58 ",  -   ,"  14,701,677.00 ","  57,291,987.54 ","  182,809.95 ",  -   ,"  21,936,241.40 ",  -   ,  -   ,  -   ,  -   ,"  224,144.64 ","  4,085,102.04 ",  -   ,  -   ,"  10,728,794.00 ",  -   ,"  110,571,426.15 ","  153,525,656.00 ","  48,367,400.68 ","  201,893,056.68 ","  357,885,625.33 "
  341 , เทศบาลเมืองหนองปลิง, เมืองกำแพงเพชร, กำแพงเพชร,  84.85 ,"  12,558.00 ","  84,258.47 ",  -   ,"  1,314.80 ","  160,751.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  446,781.10 ","  360,986.98 ",  -   ,"  27,080.00 ","  1,081,172.35 ","  789,014.67 ",  -   ,"  6,333,787.66 ","  10,460,836.96 ","  78,687.71 ",  -   ,"  9,449,314.17 ",  -   ,  -   ,  -   ,  -   ,"  95,686.80 ","  1,756,401.50 ",  -   ,  -   ,"  796,609.00 ",  -   ,"  29,760,338.47 ","  36,339,637.00 ","  1,975,400.00 ","  38,315,037.00 ","  69,156,547.82 "
  342 , เทศบาลตำบลขาณุวรลักษบุรี, ขาณุวรลักษบุรี, กำแพงเพชร,  11.64 ,"  8,273.00 ","  159,878.54 ","  83,204.00 ","  16,640.00 ","  474,648.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  523,822.60 ","  750,061.29 ",  -   ,"  232,970.00 ","  2,241,224.43 ","  629,770.12 ",  -   ,"  4,230,461.08 ","  19,406,169.04 ","  52,605.16 ",  -   ,"  6,312,250.11 ",  -   ,  -   ,  -   ,  -   ,"  64,510.03 ","  1,175,549.70 ",  -   ,  -   ,"  1,858,596.00 ",  -   ,"  33,729,911.24 ","  35,865,618.26 ","  5,885,400.00 ","  41,751,018.26 ","  77,722,153.93 "
  343 , เทศบาลตำบลสลกบาตร, ขาณุวรลักษบุรี, กำแพงเพชร,  11.70 ,"  8,389.00 ","  91,764.48 ","  39,303.00 ","  2,811.05 ","  1,031,921.00 ","  315,580.00 ",  -   ,  -   ,  -   ,  -   ,"  1,117,203.90 ","  2,043,633.73 ",  -   ,"  696,573.22 ","  5,338,790.38 ","  634,825.49 ",  -   ,"  4,302,093.63 ","  19,232,589.14 ","  53,562.79 ",  -   ,"  6,420,339.76 ",  -   ,  -   ,  -   ,  -   ,"  66,435.47 ","  1,198,813.74 ",  -   ,  -   ,"  3,129,820.00 ",  -   ,"  35,038,480.02 ","  26,659,270.00 ","  1,599,351.00 ","  28,258,621.00 ","  68,635,891.40 "
  344 , เทศบาลตำบลคลองขลุง, คลองขลุง, กำแพงเพชร,  2.70 ,"  2,105.00 ","  53,806.97 ",  -   ,  -   ,"  213,065.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  215,661.00 ","  433,999.16 ",  -   ,  -   ,"  916,532.13 ","  464,133.65 ",  -   ,"  1,084,037.54 ","  12,766,012.14 ","  13,493.26 ",  -   ,"  1,617,729.07 ",  -   ,  -   ,  -   ,  -   ,"  16,697.45 ","  301,902.92 ",  -   ,  -   ,"  141,547.00 ",  -   ,"  16,405,553.03 ","  10,681,930.00 ",  -   ,"  10,681,930.00 ","  28,004,015.16 "
  345 , เทศบาลตำบลท่าพุทรา, คลองขลุง, กำแพงเพชร,  4.00 ,"  1,545.00 ","  23,736.20 ",  -   ,  -   ,"  118,800.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  105,008.50 ","  1,254,451.69 ",  -   ,"  4,020.00 ","  1,506,016.39 ","  442,965.34 ",  -   ,"  807,625.86 ","  13,198,821.23 ","  10,040.83 ",  -   ,"  1,205,020.67 ",  -   ,  -   ,  -   ,  -   ,"  12,292.02 ","  224,326.61 ",  -   ,  -   ,"  157,367.00 ",  -   ,"  16,058,459.56 ","  10,535,610.00 ",  -   ,"  10,535,610.00 ","  28,100,085.95 "
  346 , เทศบาลตำบลท่ามะเขือ, คลองขลุง, กำแพงเพชร,  5.50 ,"  3,842.00 ","  129,108.14 ",  238.00 ,  -   ,"  1,055,199.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  859,455.70 ","  2,455,834.39 ",  -   ,"  48,870.70 ","  4,548,705.93 ","  459,265.79 ",  -   ,"  1,972,742.55 ","  14,356,020.22 ","  24,527.13 ",  -   ,"  2,943,453.79 ",  -   ,  -   ,  -   ,  -   ,"  30,036.90 ","  547,997.98 ",  -   ,  -   ,"  1,048,387.00 ",  -   ,"  21,382,431.36 ","  16,611,596.00 ",  -   ,"  16,611,596.00 ","  42,542,733.29 "
  347 , เทศบาลตำบลวังยาง, คลองขลุง, กำแพงเพชร,  84.68 ,"  5,497.00 ","  19,185.28 ",  36.00 ,"  5,189.65 ","  30,022.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  335,601.70 ","  287,044.22 ",  -   ,"  132,253.90 ","  809,332.75 ","  583,305.76 ",  -   ,"  2,800,524.23 ","  8,412,026.64 ","  34,838.43 ",  -   ,"  4,178,906.95 ",  -   ,  -   ,  -   ,  -   ,"  42,883.45 ","  778,921.96 ",  -   ,  -   ,"  573,564.00 ",  -   ,"  17,404,971.42 ","  20,599,336.11 ","  10,788,937.00 ","  31,388,273.11 ","  49,602,577.28 "
  348 , เทศบาลตำบลคลองลานพัฒนา, คลองลาน, กำแพงเพชร,  334.00 ,"  23,454.00 ","  20,936.35 ",  -   ,  55.10 ,"  293,692.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  391,548.60 ","  1,247,855.67 ",  -   ,"  391,139.50 ","  2,345,227.22 ","  1,186,283.61 ",  -   ,"  11,596,074.16 ","  14,367,961.64 ","  144,158.76 ",  -   ,"  17,301,782.58 ",  -   ,  -   ,  -   ,  -   ,"  176,370.54 ","  3,220,444.03 ",  -   ,  -   ,  -   ,  -   ,"  47,993,075.32 ","  79,500,961.00 ","  2,957,009.00 ","  82,457,970.00 ","  132,796,272.54 "
  349 , เทศบาลตำบลทุ่งทราย, ทรายทองวัฒนา, กำแพงเพชร,  56.75 ,"  8,971.00 ","  46,407.12 ","  642,357.00 ","  17,279.00 ","  223,721.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  561,198.10 ","  561,439.94 ",  -   ,"  41,468.00 ","  2,093,870.16 ","  662,808.49 ",  -   ,"  4,578,867.50 ","  9,662,942.86 ","  56,938.27 ",  -   ,"  6,832,118.81 ",  -   ,  -   ,  -   ,  -   ,"  69,831.95 ","  1,272,400.69 ",  -   ,  -   ,"  915,830.00 ",  -   ,"  24,051,738.57 ","  33,381,230.00 ","  8,952,806.00 ","  42,334,036.00 ","  68,479,644.73 "
  350 , เทศบาลตำบลไทรงาม, ไทรงาม, กำแพงเพชร,  5.10 ,"  5,018.00 ","  18,149.08 ",  -   ,  -   ,"  286,018.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  530,591.10 ","  800,153.72 ",  -   ,"  84,827.36 ","  1,719,739.26 ","  515,518.40 ",  -   ,"  2,566,839.76 ","  15,379,574.60 ","  31,912.00 ",  -   ,"  3,829,855.67 ",  -   ,  -   ,  -   ,  -   ,"  39,063.37 ","  712,951.60 ",  -   ,  -   ,"  4,814.00 ",  -   ,"  23,080,529.40 ","  24,182,196.00 ","  211,706.00 ","  24,393,902.00 ","  49,194,170.66 "
  351 , เทศบาลตำบลระหาน, บึงสามัคคี, กำแพงเพชร,  50.32 ,"  7,333.00 ","  70,817.98 ","  8,497.00 ","  14,608.45 ","  381,223.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  290,103.20 ","  398,039.95 ","  1,926,275.00 ",  300.20 ,"  3,089,864.78 ","  610,114.84 ",  -   ,"  3,726,273.07 ","  8,977,808.68 ","  46,354.98 ",  -   ,"  5,560,302.41 ",  -   ,  -   ,  -   ,  -   ,"  43,388.89 ","  1,036,417.68 ",  -   ,  -   ,"  1,435,423.00 ",  -   ,"  21,436,083.55 ","  24,219,475.00 ","  4,315,039.57 ","  28,534,514.57 ","  53,060,462.90 "
  352 , เทศบาลตำบลเขาคีรีส, พรานกระต่าย, กำแพงเพชร,  130.00 ,"  8,048.00 ","  42,840.67 ",  -   ,"  12,384.20 ","  32,033.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  265,723.80 ","  215,063.21 ",  -   ,"  251,270.00 ","  819,314.88 ","  649,589.39 ",  -   ,"  4,104,988.23 ","  9,166,837.38 ","  51,027.25 ",  -   ,"  6,124,713.85 ",  -   ,  -   ,  -   ,  -   ,"  62,376.64 ","  1,139,796.51 ",  -   ,  -   ,"  1,075,852.00 ",  -   ,"  22,375,181.25 ","  45,198,729.00 ",  -   ,"  45,198,729.00 ","  68,393,225.13 "
  353 , เทศบาลตำบลคลองพิไกร, พรานกระต่าย, กำแพงเพชร,  44.09 ,"  5,920.00 ","  4,865.05 ",  -   ,  -   ,"  126,717.00 ","  316,670.00 ",  -   ,  -   ,  -   ,  -   ,"  318,329.10 ","  213,020.25 ",  -   ,"  34,776.00 ","  1,014,377.40 ","  597,550.04 ",  -   ,"  3,002,647.72 ","  8,465,865.77 ","  37,341.80 ",  -   ,"  4,480,313.72 ",  -   ,  -   ,  -   ,  -   ,"  45,840.94 ","  834,584.85 ",  -   ,  -   ,"  257,438.00 ",  -   ,"  17,721,582.84 ","  22,777,887.00 ","  22,284.00 ","  22,800,171.00 ","  41,536,131.24 "
  354 , เทศบาลตำบลบ้านพราน, พรานกระต่าย, กำแพงเพชร,  103.20 ,"  7,025.00 ","  44,439.00 ",  -   ,"  11,084.60 ","  38,558.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  123,273.06 ","  195,797.93 ",  -   ,  392.00 ,"  413,544.59 ","  608,656.60 ",  -   ,"  3,559,714.81 ","  8,761,372.72 ","  44,229.90 ",  -   ,"  5,310,808.36 ",  -   ,  -   ,  -   ,  -   ,"  358,104.99 ","  987,426.46 ",  -   ,  -   ,"  609,053.00 ",  -   ,"  20,239,366.84 ","  25,528,505.00 ","  951,805.00 ","  26,480,310.00 ","  47,133,221.43 "
  355 , เทศบาลตำบลพรานกระต่าย, พรานกระต่าย, กำแพงเพชร,  2.36 ,"  8,840.00 ","  72,798.29 ",  538.00 ,  240.64 ,"  611,107.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  832,474.40 ","  1,897,541.24 ",  -   ,"  116,230.00 ","  3,530,929.57 ","  652,672.53 ",  -   ,"  4,536,232.91 ","  21,980,424.93 ","  56,443.63 ",  -   ,"  6,769,144.58 ",  -   ,  -   ,  -   ,  -   ,"  66,745.92 ","  1,262,336.19 ",  -   ,  -   ,"  1,220,482.00 ",  -   ,"  36,544,482.69 ","  39,324,144.00 ",  -   ,"  39,324,144.00 ","  79,399,556.26 "
  356 , เทศบาลตำบลคลองแม่ลาย, เมืองกำแพงเพชร, กำแพงเพชร,  8.17 ,"  5,897.00 ","  122,211.04 ","  1,631.00 ","  1,023.58 ","  300,710.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  366,755.05 ","  378,270.49 ",  -   ,"  91,795.00 ","  1,262,396.16 ","  538,619.99 ",  -   ,"  3,024,417.95 ","  16,714,895.58 ","  37,619.25 ",  -   ,"  4,512,918.59 ",  -   ,  -   ,  -   ,  -   ,"  46,256.84 ","  840,972.78 ",  -   ,  -   ,"  328,461.00 ",  -   ,"  26,044,161.98 ","  23,546,659.00 ",  -   ,"  23,546,659.00 ","  50,853,217.14 "
  357 , เทศบาลตำบลเทพนคร, เมืองกำแพงเพชร, กำแพงเพชร,  178.00 ,"  19,971.00 ","  248,269.68 ","  18,621.45 ","  3,830.40 ","  287,966.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,000,148.90 ","  475,413.98 ",  -   ,"  134,925.00 ","  2,169,175.41 ","  1,075,907.70 ",  -   ,"  10,131,762.27 ","  13,360,388.26 ","  125,908.34 ",  -   ,"  15,116,133.90 ",  -   ,  -   ,  -   ,  -   ,"  153,519.39 ","  2,811,440.45 ",  -   ,  -   ,"  4,050,339.00 ",  -   ,"  46,825,399.31 ","  88,556,890.32 ",  -   ,"  88,556,890.32 ","  137,551,465.04 "
